COG_ID	input_prob	mean_actual	sd_actual	mean_>0	sd_>0	mean_>0.01	sd_>0.01	mean_>0.04	sd_>0.04	mean_>0.099	sd_>0.099
COG0233	0.0000	0.9745	0.0055	0.9646	0.0060	0.9629	0.0063	0.9748	0.0036	0.9778	0.0075
COG0234	0.0000	0.9594	0.0132	0.9241	0.0307	0.9176	0.0238	0.9195	0.0311	0.9423	0.0218
COG0235	0.0700	0.9938	0.0023	0.9989	0.0004	0.9932	0.0024	0.9823	0.0068	0.5036	0.1006
COG0236	0.0000	0.9696	0.0136	0.9626	0.0158	0.9676	0.0165	0.9612	0.0137	0.9704	0.0116
COG0237	0.0000	0.9756	0.0064	0.9724	0.0109	0.9550	0.0147	0.9415	0.0122	0.9213	0.0300
COG0238	0.0000	0.9715	0.0073	0.9557	0.0137	0.9537	0.0145	0.9542	0.0093	0.9645	0.0076
COG0239	0.0000	0.5949	0.1268	0.5479	0.1222	0.2050	0.0890	0.0909	0.0351	0.0592	0.0192
COG0240	0.0000	0.9197	0.0329	0.9398	0.0279	0.9028	0.0273	0.8507	0.0449	0.8130	0.0516
COG0241	0.0000	0.7185	0.0983	0.7593	0.0875	0.5794	0.1664	0.6325	0.1290	0.7016	0.0959
COG0242	0.0000	0.9582	0.0158	0.9493	0.0212	0.9385	0.0231	0.9426	0.0180	0.9398	0.0349
COG0243	0.0000	0.8812	0.0985	0.9496	0.0580	0.7633	0.1334	0.5104	0.1798	0.0793	0.0314
COG0244	0.0000	0.9575	0.0155	0.9006	0.0617	0.8989	0.0648	0.9213	0.0258	0.9424	0.0131
COG0245	0.0000	0.9828	0.0071	0.9828	0.0089	0.9681	0.0128	0.9281	0.0373	0.8719	0.1454
COG0246	0.0000	0.2334	0.1574	0.2490	0.1446	0.1962	0.1391	0.0976	0.0862	0.0663	0.0623
COG0247	0.0000	0.9753	0.0279	0.9870	0.0243	0.8906	0.0942	0.5948	0.2406	0.1443	0.1061
COG0248	0.0000	0.5263	0.1326	0.5014	0.1663	0.4043	0.1044	0.2752	0.0555	0.1809	0.0390
COG0249	0.0200	0.9644	0.0176	0.9853	0.0093	0.9720	0.0098	0.7451	0.0920	0.8771	0.0798
COG0250	0.0000	0.9615	0.0209	0.8846	0.0680	0.9199	0.0485	0.9178	0.0384	0.9280	0.0246
COG0251	0.0000	0.9360	0.0217	0.9624	0.0217	0.6870	0.1231	0.4194	0.0774	0.3816	0.1469
COG0252	0.0000	0.2396	0.0978	0.2228	0.1019	0.0308	0.0185	0.0345	0.0132	0.0701	0.0261
COG0253	0.0000	0.9505	0.0172	0.9714	0.0117	0.9248	0.0303	0.9413	0.0146	0.8205	0.0822
COG0254	0.0000	0.9607	0.0097	0.9511	0.0137	0.9475	0.0118	0.9540	0.0126	0.9537	0.0114
COG0255	0.0000	0.9364	0.0154	0.6687	0.1667	0.7436	0.1289	0.7855	0.0679	0.7351	0.0891
COG0256	0.0000	0.9718	0.0106	0.8151	0.1116	0.9204	0.0555	0.9649	0.0145	0.9622	0.0131
COG0257	0.0000	0.5199	0.0614	0.4178	0.0845	0.3581	0.1045	0.4179	0.0815	0.4906	0.0582
COG0258	0.0000	0.6952	0.1356	0.6202	0.1655	0.6211	0.1437	0.6883	0.0797	0.6371	0.1131
COG0259	0.0000	0.0029	0.0018	0.0031	0.0027	0.0032	0.0021	0.0072	0.0031	0.0148	0.0084
COG0260	0.0000	0.2000	0.0872	0.3031	0.1804	0.0968	0.0399	0.2156	0.0926	0.2353	0.0976
COG0261	0.0000	0.9767	0.0060	0.9597	0.0132	0.9423	0.0219	0.9420	0.0160	0.9617	0.0093
COG0262	0.0000	0.0296	0.0167	0.0225	0.0113	0.0082	0.0042	0.0089	0.0053	0.0739	0.0309
COG0263	0.0000	0.8629	0.0723	0.8814	0.0742	0.8962	0.0518	0.8671	0.0421	0.3976	0.1693
COG0264	0.0000	0.9772	0.0044	0.9605	0.0072	0.9574	0.0083	0.9655	0.0067	0.9633	0.0100
COG0265	0.0000	0.9887	0.0064	0.9882	0.0065	0.9822	0.0074	0.9759	0.0104	0.9129	0.0556
COG0266	0.0000	0.5077	0.1956	0.5640	0.1876	0.4018	0.1937	0.3510	0.1373	0.2629	0.0947
COG0267	0.0000	0.5636	0.0616	0.4409	0.0596	0.5240	0.0590	0.5061	0.0690	0.6456	0.0758
COG0268	0.0100	0.9709	0.0095	0.9803	0.0082	0.8913	0.0315	0.8763	0.0328	0.9097	0.0243
COG0269	0.0100	0.5207	0.1421	0.8623	0.0511	0.2727	0.1068	0.1759	0.0542	0.0581	0.0284
COG0270	0.0000	0.0839	0.0285	0.0508	0.0156	0.0635	0.0260	0.0832	0.0221	0.1432	0.0307
COG0271	0.0000	0.0001	0.0001	0.0002	0.0001	0.0006	0.0003	0.0017	0.0010	0.0059	0.0030
COG0272	0.0000	0.9716	0.0132	0.9697	0.0172	0.9641	0.0150	0.9466	0.0191	0.9619	0.0219
COG0274	0.0000	0.9725	0.0112	0.9909	0.0041	0.8722	0.0576	0.3764	0.1150	0.2546	0.0748
COG0275	0.0000	0.9808	0.0036	0.9761	0.0066	0.9682	0.0094	0.9734	0.0100	0.9742	0.0082
COG0276	0.0000	0.0533	0.0293	0.1068	0.0799	0.0136	0.0092	0.0413	0.0310	0.0151	0.0056
COG0277	0.0200	0.9910	0.0037	0.9987	0.0006	0.9873	0.0044	0.7570	0.0708	0.3190	0.1234
COG0278	0.0000	0.0002	0.0001	0.0003	0.0002	0.0008	0.0004	0.0034	0.0023	0.0138	0.0092
COG0279	0.0000	0.8709	0.0535	0.9246	0.0317	0.7766	0.1027	0.7171	0.1003	0.7429	0.0795
COG0280	0.0000	0.8433	0.0747	0.8748	0.0350	0.6311	0.1426	0.6131	0.1483	0.8818	0.0271
COG0281	0.0000	0.8623	0.0935	0.8758	0.0738	0.8256	0.1295	0.7232	0.1447	0.5536	0.1695
COG0282	0.0000	0.7513	0.1524	0.7777	0.1517	0.5342	0.1612	0.4082	0.1121	0.6493	0.0820
COG0283	0.0000	0.9720	0.0105	0.9684	0.0161	0.9347	0.0309	0.8126	0.0660	0.7331	0.0703
COG0284	0.0000	0.9147	0.0225	0.9001	0.0232	0.9070	0.0288	0.9319	0.0172	0.7734	0.1398
COG0285	0.1100	0.9951	0.0020	0.9980	0.0010	0.9952	0.0021	0.9883	0.0036	0.9796	0.0124
COG0286	0.0100	0.8979	0.0351	0.9557	0.0151	0.4683	0.0921	0.3657	0.0931	0.3566	0.0911
COG0287	0.0500	0.9672	0.0150	0.9863	0.0071	0.9768	0.0136	0.9656	0.0142	0.2504	0.1412
COG0288	0.0000	0.0790	0.0238	0.1079	0.0450	0.0434	0.0153	0.0467	0.0145	0.0497	0.0160
COG0289	0.0000	0.9486	0.0171	0.9433	0.0304	0.9684	0.0106	0.9651	0.0077	0.8883	0.0658
COG0290	0.0000	0.9776	0.0047	0.9594	0.0086	0.9604	0.0080	0.9653	0.0073	0.9712	0.0080
COG0291	0.0000	0.9391	0.0218	0.8564	0.0528	0.8827	0.0434	0.9034	0.0241	0.9372	0.0145
COG0292	0.0000	0.9774	0.0062	0.9594	0.0104	0.9598	0.0111	0.9681	0.0081	0.9759	0.0056
COG0293	0.0000	0.0455	0.0452	0.0402	0.0330	0.0920	0.1083	0.1279	0.1172	0.1364	0.0944
COG0294	0.0000	0.9604	0.0208	0.9501	0.0251	0.9434	0.0370	0.9094	0.0393	0.8509	0.0688
COG0295	0.0000	0.8285	0.0594	0.8818	0.0454	0.6020	0.1331	0.1885	0.1106	0.2151	0.1239
COG0296	0.0100	0.9529	0.0280	0.9955	0.0035	0.6698	0.1588	0.3757	0.1186	0.3876	0.1291
COG0297	0.0000	0.9867	0.0244	0.9918	0.0173	0.9503	0.0668	0.8590	0.0642	0.8176	0.0755
COG0298	0.0000	0.9861	0.0052	0.9960	0.0020	0.9488	0.0194	0.8294	0.0428	0.2543	0.1272
COG0299	0.0000	0.9224	0.0233	0.8727	0.0552	0.9228	0.0205	0.9257	0.0252	0.7889	0.1337
COG0300	0.0000	0.1831	0.0694	0.1902	0.0761	0.0774	0.0381	0.0589	0.0215	0.1350	0.0447
COG0301	0.0600	0.8599	0.0616	0.9638	0.0275	0.9700	0.0163	0.9846	0.0096	0.5922	0.1863
COG0302	0.0000	0.1948	0.0668	0.1680	0.0690	0.1688	0.0906	0.2661	0.0947	0.2375	0.0854
COG0303	0.0400	0.9989	0.0005	0.9999	0.0001	0.9913	0.0073	0.8167	0.0942	0.1410	0.0941
COG0304	0.0000	0.9887	0.0070	0.9908	0.0061	0.9861	0.0098	0.9672	0.0129	0.9153	0.0350
COG0305	0.0200	0.9803	0.0073	0.9881	0.0062	0.9720	0.0115	0.9774	0.0031	0.9831	0.0044
COG0306	0.0100	0.8588	0.0607	0.9726	0.0117	0.6469	0.1021	0.2595	0.0602	0.2031	0.0702
COG0307	0.0000	0.9632	0.0127	0.9548	0.0208	0.9289	0.0328	0.9077	0.0367	0.8070	0.0689
COG0308	0.0000	0.1656	0.0502	0.1313	0.0374	0.1488	0.0441	0.2081	0.0802	0.1891	0.0651
COG0309	0.0000	0.9970	0.0022	0.9990	0.0006	0.9842	0.0082	0.8996	0.0238	0.3185	0.1114
COG0310	0.0000	0.9562	0.0181	0.9726	0.0125	0.9126	0.0336	0.6995	0.0834	0.1434	0.0469
COG0311	0.0000	0.8832	0.0454	0.8894	0.0448	0.6141	0.2438	0.1202	0.0668	0.0519	0.0488
COG0312	0.0000	0.9437	0.0333	0.9768	0.0124	0.9776	0.0123	0.9183	0.0356	0.6512	0.1223
COG0313	0.0000	0.9444	0.0243	0.8904	0.0719	0.8692	0.0495	0.8454	0.0944	0.8193	0.0739
COG0314	0.0000	0.2825	0.0868	0.3311	0.1012	0.2003	0.0809	0.1935	0.0948	0.0183	0.0132
COG0315	0.0000	0.9796	0.0066	0.9910	0.0036	0.9138	0.0222	0.7040	0.1197	0.1162	0.0734
COG0316	0.0000	0.0228	0.0100	0.0102	0.0051	0.0183	0.0096	0.0274	0.0188	0.0345	0.0215
COG0317	0.0600	0.9156	0.0716	0.9374	0.0661	0.8844	0.0644	0.8210	0.0915	0.4219	0.1708
COG0318	0.0000	0.7962	0.1069	0.8472	0.0818	0.6219	0.1381	0.4714	0.1202	0.3484	0.1164
COG0319	0.0000	0.9651	0.0111	0.9626	0.0132	0.9149	0.0308	0.9297	0.0294	0.9463	0.0193
COG0320	0.0000	0.9714	0.0221	0.9713	0.0201	0.9524	0.0452	0.8914	0.0535	0.6317	0.0792
COG0321	0.0000	0.8021	0.0504	0.7106	0.1089	0.7541	0.0915	0.5560	0.0917	0.2440	0.0887
COG0322	0.0000	0.9666	0.0169	0.9571	0.0208	0.9114	0.0441	0.8705	0.0681	0.8911	0.0537
COG0323	0.0000	0.9688	0.0110	0.9617	0.0121	0.9366	0.0179	0.7008	0.0838	0.8221	0.0834
COG0324	0.0000	0.9848	0.0038	0.9824	0.0050	0.9790	0.0059	0.9574	0.0121	0.9644	0.0129
COG0325	0.0000	0.9912	0.0028	0.9890	0.0047	0.9863	0.0040	0.9515	0.0118	0.8687	0.0901
COG0326	0.0000	0.1434	0.0728	0.1216	0.0635	0.0624	0.0365	0.0754	0.0304	0.1541	0.0482
COG0327	0.0000	0.9163	0.0354	0.8957	0.0418	0.8946	0.0394	0.7433	0.0710	0.6221	0.1052
COG0328	0.0000	0.8045	0.0330	0.7341	0.0844	0.7264	0.0508	0.8022	0.0398	0.7605	0.0618
COG0329	0.0000	0.9899	0.0038	0.9922	0.0064	0.9881	0.0044	0.9745	0.0070	0.8553	0.0785
COG0330	0.0500	0.9814	0.0090	0.9947	0.0038	0.9935	0.0028	0.9905	0.0032	0.8919	0.0359
COG0331	0.0000	0.9734	0.0094	0.9633	0.0130	0.9699	0.0105	0.9463	0.0159	0.8802	0.0413
COG0332	0.0200	0.9871	0.0102	0.9955	0.0031	0.9885	0.0059	0.8575	0.0545	0.7611	0.0880
COG0333	0.0000	0.8235	0.0669	0.7794	0.0829	0.7825	0.0968	0.7958	0.0789	0.8871	0.0212
COG0334	0.0100	0.9382	0.0270	0.9787	0.0122	0.4861	0.1326	0.2910	0.1074	0.3591	0.0969
COG0335	0.0000	0.9771	0.0088	0.9675	0.0112	0.9624	0.0135	0.9716	0.0079	0.9813	0.0063
COG0336	0.0000	0.9785	0.0080	0.9695	0.0120	0.9647	0.0143	0.9710	0.0082	0.9819	0.0056
COG0337	0.0000	0.8765	0.0422	0.7991	0.0694	0.7424	0.0737	0.7285	0.0822	0.3882	0.1653
COG0338	0.0000	0.2352	0.0602	0.1787	0.0407	0.2276	0.0570	0.1457	0.0284	0.1891	0.0486
COG0339	0.0000	0.0059	0.0040	0.0080	0.0042	0.0055	0.0036	0.0137	0.0073	0.0544	0.0246
COG0340	0.0000	0.9609	0.0133	0.9388	0.0287	0.9068	0.0285	0.8643	0.0324	0.7627	0.0701
COG0341	0.0500	0.9970	0.0015	0.9987	0.0008	0.9982	0.0012	0.9948	0.0031	0.9751	0.0088
COG0342	0.0000	0.9727	0.0204	0.9772	0.0188	0.9493	0.0241	0.8461	0.0644	0.7389	0.1159
COG0343	0.0000	0.9764	0.0115	0.9747	0.0128	0.9597	0.0183	0.9182	0.0188	0.9315	0.0210
COG0344	0.0000	0.9437	0.0479	0.9507	0.0327	0.9345	0.0514	0.8939	0.0734	0.8215	0.1098
COG0345	0.0000	0.9463	0.0206	0.9410	0.0328	0.9416	0.0266	0.8970	0.0243	0.4523	0.1573
COG0346	0.0000	0.9054	0.0369	0.9072	0.0144	0.3107	0.0963	0.1486	0.0537	0.1573	0.0624
COG0347	0.0200	0.9269	0.0273	0.9770	0.0118	0.9688	0.0109	0.7410	0.0273	0.3998	0.0711
COG0348	0.0000	0.9158	0.0331	0.9454	0.0189	0.7677	0.0470	0.6092	0.0962	0.2656	0.0798
COG0349	0.0100	0.1388	0.1282	0.3668	0.2599	0.0142	0.0101	0.0114	0.0073	0.0261	0.0128
COG0350	0.0000	0.9587	0.0239	0.9715	0.0157	0.9312	0.0472	0.8034	0.0658	0.5765	0.0995
COG0351	0.0000	0.7462	0.0971	0.7343	0.1009	0.5050	0.1477	0.3659	0.1331	0.2063	0.1146
COG0352	0.0000	0.7507	0.1575	0.7515	0.1575	0.7981	0.0828	0.8071	0.0430	0.6121	0.0835
COG0353	0.0000	0.8889	0.0421	0.8565	0.0519	0.8444	0.0489	0.8771	0.0387	0.8753	0.0286
COG0354	0.0000	0.0008	0.0005	0.0007	0.0005	0.0010	0.0005	0.0036	0.0015	0.0067	0.0036
COG0355	0.0000	0.8668	0.0285	0.8162	0.0563	0.7675	0.0492	0.4535	0.1453	0.3683	0.2171
COG0356	0.0000	0.9302	0.0295	0.9349	0.0285	0.7949	0.0800	0.3758	0.1420	0.3447	0.2079
COG0357	0.0000	0.9350	0.0482	0.9040	0.0813	0.8399	0.0903	0.6919	0.1349	0.6326	0.1709
COG0358	0.0100	0.9370	0.0246	0.9484	0.0249	0.8696	0.0458	0.8906	0.0525	0.9224	0.0281
COG0359	0.0100	0.9913	0.0027	0.9954	0.0019	0.9866	0.0065	0.9838	0.0034	0.9822	0.0030
COG0360	0.0000	0.9733	0.0066	0.9638	0.0139	0.9539	0.0128	0.9517	0.0120	0.9596	0.0103
COG0361	0.0000	0.9529	0.0114	0.9038	0.0241	0.9313	0.0226	0.9529	0.0195	0.9632	0.0149
COG0362	0.0000	0.6860	0.1140	0.7540	0.0810	0.3718	0.1469	0.0987	0.0375	0.0441	0.0151
COG0363	0.0100	0.9706	0.0107	0.9962	0.0018	0.6062	0.1237	0.1842	0.0595	0.1570	0.0591
COG0364	0.0100	0.9343	0.0283	0.9896	0.0022	0.4484	0.1325	0.1116	0.0509	0.0451	0.0181
COG0365	0.0000	0.2637	0.1622	0.2848	0.1833	0.3837	0.1243	0.4631	0.1780	0.2068	0.1199
COG0366	0.0100	0.9664	0.0216	0.9958	0.0017	0.5573	0.1351	0.2386	0.0861	0.2333	0.0776
COG0367	0.0000	0.6512	0.1121	0.7412	0.1010	0.4813	0.1219	0.4674	0.1124	0.2802	0.0931
COG0368	0.0100	0.9475	0.0433	0.9698	0.0360	0.5938	0.1485	0.3902	0.1175	0.0676	0.0271
COG0369	0.0100	0.9992	0.0004	0.9998	0.0001	0.9925	0.0066	0.9304	0.0408	0.5208	0.1280
COG0370	0.0000	0.9950	0.0041	0.9970	0.0033	0.9867	0.0115	0.9467	0.0213	0.8022	0.0699
COG0371	0.0000	0.6010	0.1010	0.6972	0.0953	0.3555	0.0937	0.1393	0.0514	0.0641	0.0270
COG0372	0.0000	0.3651	0.1736	0.4101	0.2046	0.2325	0.0889	0.1983	0.0996	0.1277	0.0709
COG0373	0.0000	0.9357	0.0746	0.9553	0.0686	0.8002	0.1338	0.4699	0.1964	0.0901	0.0455
COG0374	0.0100	0.8075	0.0478	0.9643	0.0162	0.6700	0.0924	0.3624	0.1165	0.0668	0.0318
COG0375	0.0000	0.9876	0.0050	0.9931	0.0038	0.9470	0.0203	0.7934	0.0505	0.2618	0.1177
COG0376	0.0000	0.1496	0.0391	0.1015	0.0233	0.0663	0.0155	0.0516	0.0252	0.0159	0.0068
COG0377	0.0100	0.9108	0.0388	0.9671	0.0169	0.7080	0.0723	0.5200	0.1306	0.1815	0.0608
COG0378	0.0000	0.9685	0.0121	0.9857	0.0051	0.8987	0.0502	0.6048	0.1126	0.1501	0.0977
COG0379	0.0000	0.8586	0.0449	0.8276	0.0619	0.9176	0.0222	0.8453	0.0646	0.6837	0.1313
COG0380	0.0000	0.8110	0.0781	0.9232	0.0231	0.6134	0.1231	0.5751	0.1313	0.2279	0.0743
COG0381	0.0100	0.9909	0.0063	0.9966	0.0018	0.9095	0.0742	0.6992	0.1223	0.5543	0.0966
COG0382	0.0000	0.9221	0.0395	0.9471	0.0308	0.7882	0.1494	0.5663	0.1877	0.2302	0.1107
COG0383	0.0000	0.5683	0.1798	0.7362	0.1311	0.3307	0.1277	0.0835	0.0321	0.0490	0.0202
COG0384	0.0000	0.2488	0.0566	0.2139	0.0502	0.0734	0.0225	0.0483	0.0106	0.0439	0.0198
COG0385	0.0000	0.1778	0.0656	0.2078	0.0908	0.1135	0.0516	0.0991	0.0514	0.0624	0.0252
COG0386	0.0000	0.0141	0.0075	0.0095	0.0067	0.0062	0.0022	0.0119	0.0033	0.0567	0.0113
COG0387	0.0700	0.1057	0.0463	0.3851	0.1079	0.1149	0.0747	0.0608	0.0533	0.0018	0.0014
COG0388	0.0000	0.9281	0.0340	0.9383	0.0292	0.7946	0.0853	0.5264	0.0863	0.2894	0.0733
COG0389	0.0000	0.6882	0.1146	0.6693	0.1087	0.3987	0.1194	0.2641	0.0921	0.2687	0.0879
COG0390	0.0000	0.5658	0.1571	0.5091	0.1621	0.2669	0.1356	0.1049	0.0611	0.0496	0.0281
COG0391	0.0000	0.8928	0.1059	0.8649	0.1144	0.6659	0.2088	0.4391	0.1339	0.1672	0.0992
COG0392	0.0000	0.8524	0.0568	0.8623	0.0709	0.6793	0.1316	0.7151	0.1092	0.6674	0.1273
COG0393	0.0000	0.4258	0.1210	0.3734	0.1205	0.3290	0.0991	0.1721	0.0415	0.0991	0.0418
COG0394	0.0000	0.8275	0.0608	0.7744	0.0799	0.5363	0.0956	0.3851	0.0741	0.2521	0.0611
COG0395	0.0000	0.9537	0.0197	0.9747	0.0106	0.8742	0.0473	0.6236	0.1212	0.3957	0.0996
COG0396	0.0000	0.6543	0.1168	0.5334	0.1430	0.3957	0.1279	0.3246	0.0905	0.2855	0.0574
COG0397	0.0000	0.0049	0.0049	0.0020	0.0023	0.0043	0.0029	0.0109	0.0074	0.0125	0.0075
COG0398	0.0000	0.3140	0.1474	0.2791	0.1098	0.0789	0.0372	0.1132	0.0498	0.1400	0.0459
COG0399	0.0100	0.9984	0.0011	0.9998	0.0001	0.9913	0.0051	0.9842	0.0141	0.9726	0.0218
COG0400	0.0000	0.0298	0.0175	0.0310	0.0154	0.0145	0.0117	0.0303	0.0130	0.0910	0.0242
COG0401	0.0000	0.0173	0.0128	0.0108	0.0080	0.0133	0.0116	0.0099	0.0097	0.0083	0.0083
COG0402	0.0000	0.9847	0.0035	0.9925	0.0026	0.9248	0.0331	0.5692	0.1052	0.4362	0.1122
COG0403	0.0000	0.9776	0.0101	0.9883	0.0034	0.9314	0.0258	0.5469	0.1444	0.5673	0.1677
COG0404	0.0200	0.9502	0.0365	0.9853	0.0119	0.9497	0.0307	0.4022	0.0960	0.4897	0.1702
COG0405	0.0000	0.4499	0.1593	0.5948	0.1658	0.1194	0.0563	0.0623	0.0269	0.0389	0.0184
COG0406	0.0000	0.8288	0.0446	0.8152	0.0630	0.4607	0.0859	0.3919	0.0549	0.2558	0.0480
COG0407	0.0000	0.9254	0.0536	0.9639	0.0268	0.8830	0.0740	0.6499	0.1477	0.0760	0.0453
COG0408	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0000	0.0008	0.0003	0.0021	0.0010
COG0409	0.0100	0.9916	0.0038	0.9993	0.0003	0.9452	0.0184	0.7676	0.0380	0.2055	0.1118
COG0410	0.0000	0.9783	0.0080	0.9882	0.0064	0.9419	0.0241	0.6894	0.1227	0.2043	0.0984
COG0411	0.0000	0.9884	0.0047	0.9949	0.0028	0.9609	0.0122	0.7598	0.0866	0.2700	0.1086
COG0412	0.0000	0.2791	0.1040	0.3201	0.1373	0.1766	0.0859	0.1178	0.0293	0.0600	0.0180
COG0413	0.0000	0.9348	0.0271	0.9219	0.0390	0.9259	0.0310	0.8492	0.0492	0.6489	0.1867
COG0414	0.0300	0.9754	0.0101	0.9881	0.0069	0.9939	0.0032	0.9464	0.0194	0.8125	0.1058
COG0415	0.0100	0.8208	0.1099	0.9329	0.0450	0.3666	0.1461	0.1691	0.0601	0.0853	0.0405
COG0416	0.0000	0.9285	0.0534	0.9349	0.0398	0.9273	0.0676	0.8934	0.1028	0.8456	0.1045
COG0417	0.0000	0.0937	0.0564	0.1025	0.0416	0.0715	0.0319	0.0745	0.0483	0.0371	0.0207
COG0418	0.0000	0.0014	0.0012	0.0014	0.0013	0.0008	0.0005	0.0034	0.0021	0.0116	0.0087
COG0419	0.0000	0.8017	0.0663	0.7822	0.0697	0.6879	0.1011	0.4959	0.0983	0.3356	0.0774
COG0420	0.0000	0.9129	0.0383	0.9274	0.0373	0.8336	0.0901	0.6218	0.0980	0.3362	0.1055
COG0421	0.0000	0.9330	0.0581	0.9519	0.0393	0.9238	0.0605	0.8630	0.0682	0.5346	0.1130
COG0422	0.0200	0.9272	0.0466	0.9687	0.0155	0.9907	0.0036	0.9540	0.0202	0.7224	0.1325
COG0423	0.0000	0.0190	0.0116	0.0098	0.0076	0.0213	0.0079	0.0813	0.0351	0.2776	0.1384
COG0424	0.0000	0.9550	0.0179	0.9366	0.0249	0.8204	0.0606	0.5295	0.0779	0.5436	0.0878
COG0425	0.0000	0.9844	0.0075	0.9917	0.0045	0.9170	0.0403	0.5782	0.1409	0.1595	0.0940
COG0426	0.0000	0.9814	0.0107	0.9850	0.0113	0.9710	0.0186	0.9221	0.0377	0.6948	0.1078
COG0427	0.0000	0.5999	0.0908	0.5780	0.0796	0.1204	0.0553	0.0546	0.0259	0.0356	0.0147
COG0428	0.0000	0.8597	0.0567	0.8609	0.0672	0.6683	0.0921	0.4678	0.1049	0.3893	0.1258
COG0429	0.0000	0.0297	0.0328	0.0219	0.0138	0.0188	0.0136	0.0194	0.0057	0.0261	0.0083
COG0430	0.0000	0.1615	0.1048	0.2517	0.1338	0.3282	0.1300	0.5169	0.0964	0.0765	0.0514
COG0431	0.0000	0.0345	0.0109	0.0200	0.0077	0.0108	0.0038	0.0132	0.0052	0.0192	0.0064
COG0432	0.0000	0.9990	0.0007	0.9996	0.0003	0.9987	0.0007	0.9959	0.0020	0.9310	0.0249
COG0433	0.0200	0.7953	0.0973	0.9360	0.0374	0.9180	0.0349	0.3257	0.1232	0.2084	0.1292
COG0434	0.0100	0.6413	0.1303	0.9385	0.0342	0.1749	0.0752	0.0392	0.0157	0.0221	0.0066
COG0435	0.0000	0.0015	0.0009	0.0016	0.0012	0.0009	0.0004	0.0009	0.0003	0.0014	0.0004
COG0436	0.0000	0.9985	0.0020	0.9988	0.0015	0.9976	0.0023	0.9955	0.0058	0.9428	0.0536
COG0437	0.0100	0.9902	0.0056	0.9997	0.0002	0.9094	0.0702	0.7337	0.1438	0.1548	0.0813
COG0438	0.0000	0.9977	0.0023	0.9975	0.0033	0.9920	0.0096	0.9898	0.0092	0.9743	0.0212
COG0439	0.0000	0.6400	0.0899	0.7575	0.0932	0.7669	0.1390	0.7243	0.1243	0.4616	0.1223
COG0440	0.0000	0.8780	0.0457	0.8448	0.0666	0.8900	0.0508	0.9150	0.0278	0.4002	0.1868
COG0441	0.0000	0.9717	0.0043	0.9436	0.0061	0.9461	0.0128	0.9633	0.0079	0.9688	0.0068
COG0442	0.0100	0.9879	0.0043	0.9956	0.0026	0.9637	0.0113	0.9600	0.0102	0.9616	0.0098
COG0443	0.0100	0.9672	0.0180	0.9755	0.0157	0.9320	0.0310	0.9557	0.0154	0.9742	0.0098
COG0444	0.0300	0.9962	0.0035	0.9997	0.0002	0.9968	0.0016	0.7759	0.1133	0.4363	0.1756
COG0445	0.1000	0.9816	0.0077	0.9862	0.0075	0.9847	0.0113	0.9825	0.0126	0.9875	0.0068
COG0446	0.0000	0.9979	0.0017	0.9982	0.0016	0.9791	0.0114	0.8598	0.0307	0.4947	0.0917
COG0447	0.0000	0.0141	0.0103	0.0101	0.0106	0.0048	0.0026	0.0075	0.0036	0.0084	0.0036
COG0448	0.0000	0.8531	0.1135	0.9514	0.0489	0.6882	0.1026	0.4854	0.0885	0.3566	0.1134
COG0449	0.0200	0.9860	0.0038	0.9967	0.0013	0.9886	0.0038	0.9436	0.0224	0.8920	0.0469
COG0450	0.0100	0.9774	0.0088	0.9956	0.0018	0.8067	0.0602	0.6379	0.0847	0.5103	0.0809
COG0451	0.0200	0.9974	0.0029	0.9994	0.0008	0.9949	0.0036	0.9743	0.0174	0.9727	0.0144
COG0452	0.0000	0.9598	0.0142	0.9529	0.0281	0.9535	0.0152	0.9281	0.0238	0.8046	0.1091
COG0454	0.0000	0.9744	0.0102	0.9712	0.0127	0.8846	0.0424	0.7112	0.0763	0.7075	0.0907
COG0455	0.0000	0.9875	0.0149	0.9839	0.0175	0.9729	0.0307	0.9247	0.0732	0.7744	0.1495
COG0456	0.0000	0.0488	0.0133	0.0450	0.0063	0.0816	0.0301	0.0461	0.0125	0.0278	0.0077
COG0457	0.0000	0.9986	0.0016	0.9985	0.0015	0.9974	0.0024	0.9935	0.0075	0.9829	0.0130
COG0458	0.0000	0.8851	0.0384	0.8499	0.0470	0.8310	0.0399	0.8864	0.0292	0.5414	0.1697
COG0459	0.0000	0.9721	0.0078	0.9650	0.0114	0.9569	0.0107	0.9585	0.0146	0.9603	0.0129
COG0460	0.0000	0.8737	0.0492	0.8891	0.0491	0.8331	0.0617	0.8708	0.0416	0.4619	0.1311
COG0461	0.0100	0.8801	0.0581	0.9205	0.0564	0.7540	0.0743	0.8495	0.0588	0.6923	0.1767
COG0462	0.0100	0.9918	0.0019	0.9969	0.0012	0.9841	0.0037	0.9773	0.0046	0.9541	0.0176
COG0463	0.0200	0.9820	0.0073	0.9963	0.0017	0.9739	0.0107	0.8504	0.0572	0.8092	0.0663
COG0464	0.0000	0.6332	0.0872	0.7118	0.0655	0.5079	0.1037	0.2975	0.0460	0.1768	0.0429
COG0465	0.0200	0.9779	0.0069	0.9880	0.0049	0.9738	0.0113	0.9781	0.0041	0.9839	0.0034
