COG_ID	category	name	combined_input	combined_out_post	combined_present	euryroot_ml_input	euryroot_ml_out_post	euryroot_ml_present	euryroot_unif_input	euryroot_unif_out_post	euryroot_unif_present	gld_min1_input	gld_min1_out_post	gld_min1_present	gld_min4_input	gld_min4_out_post	gld_min4_present
COG2994	O	ACP:hemolysin acyltransferase (hemolysin-activating protein)	0.0000	0.0003	0	0.0000	0.0004	0	0.0000	0.0003	0	0.0000	0.0011	0	0.0000	0.0006	0
COG2995	M	Intermembrane transporter PqiABC subunit PqiA	0.0000	0.0007	0	0.0000	0.0007	0	0.0000	0.0007	0	0.0000	0.0027	0	0.0000	0.0014	0
COG2996	R	Predicted RNA-binding protein YitL, contains S1 domains, virulence factor B family	0.0000	0.0003	0	0.0000	0.0004	0	0.0000	0.0004	0	0.0000	0.0005	0	0.0000	0.0002	0
COG2998	P	ABC-type tungstate transport system, permease component TupA	0.0000	0.3230	0	0.1900	0.8375	1	0.0000	0.2649	0	1.0000	0.9953	1	0.9999	0.9779	1
COG2999	O	Glutaredoxin 2	0.0000	0.0002	0	0.0000	0.0005	0	0.0000	0.0002	0	0.0000	0.0011	0	0.0000	0.0007	0
COG3000	I	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	0.0000	0.0042	0	0.0000	0.0012	0	0.0000	0.0050	0	0.0000	0.0026	0	0.0000	0.0020	0
COG3001	G	Fructosamine-3-kinase	0.0000	0.0015	0	0.0000	0.0006	0	0.0000	0.0006	0	0.0000	0.0128	0	0.0000	0.0010	0
COG3002	C	Na+-translocating membrane potential-generating system subunit MpsB, UPF0753/DUF2309 family	0.0000	0.0028	0	0.0000	0.0035	0	0.0000	0.0014	0	0.0005	0.1316	0	0.0000	0.0058	0
COG3004	CP	Na+/H+ antiporter NhaA	0.0000	0.0024	0	0.0000	0.0006	0	0.0000	0.0026	0	0.0000	0.0019	0	0.0000	0.0010	0
COG3005	C	Tetraheme cytochrome c subunit NapC of nitrate or TMAO reductase	0.0000	0.0045	0	0.0000	0.0091	0	0.0000	0.0044	0	0.0000	0.1663	0	0.0000	0.0125	0
COG3006	D	Chromosome condensin MukBEF, kleisin-like MukF subunit	0.0000	0.0004	0	0.0000	0.0010	0	0.0000	0.0003	0	0.0000	0.0068	0	0.0000	0.0020	0
COG3007	I	Trans-2-enoyl-CoA reductase	0.0000	0.0312	0	0.0000	0.0301	0	0.0000	0.0181	0	0.0000	0.0862	0	0.0000	0.0280	0
COG3008	M	Intermembrane transporter PqiABC subunit PqiB	0.0000	0.0009	0	0.0000	0.0026	0	0.0000	0.0007	0	0.0000	0.0100	0	0.0000	0.0035	0
COG3009	M	Intermembrane transporter PqiABC lipoprotein subunit PqiC	0.0000	0.0014	0	0.0000	0.0026	0	0.0000	0.0011	0	0.0000	0.0285	0	0.0000	0.0057	0
COG3010	G	Putative N-acetylmannosamine-6-phosphate epimerase	0.0000	0.0018	0	0.0000	0.0006	0	0.0000	0.0022	0	0.0000	0.0024	0	0.0000	0.0007	0
COG3011	R	Predicted thiol-disulfide oxidoreductase YuxK, DCC family	0.0000	0.0015	0	0.0000	0.0005	0	0.0000	0.0016	0	0.0060	0.0377	0	0.0000	0.0031	0
COG3012	S	Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains	0.0000	0.0254	0	0.0000	0.0025	0	0.0000	0.0160	0	0.0000	0.0612	0	0.0000	0.0018	0
COG3013	S	Uncharacterized conserved protein YfbU, UPF0304 family	0.0000	0.0006	0	0.0000	0.0008	0	0.0000	0.0003	0	0.0000	0.0071	0	0.0000	0.0016	0
COG3014	S	Uncharacterized conserved protein	0.0000	0.0009	0	0.0000	0.0006	0	0.0000	0.0010	0	0.0000	0.0030	0	0.0000	0.0008	0
COG3015	MV	Uncharacterized lipoprotein NlpE involved in copper resistance	0.0000	0.0020	0	0.0000	0.0026	0	0.0000	0.0018	0	0.0000	0.0066	0	0.0000	0.0025	0
COG3016	R	Putative heme-binding protein PhuW	0.0000	0.0017	0	0.0000	0.0031	0	0.0000	0.0019	0	0.0000	0.0337	0	0.0000	0.0089	0
COG3017	M	Outer membrane lipoprotein LolB, involved in outer membrane biogenesis	0.0000	0.0007	0	0.0000	0.0032	0	0.0000	0.0010	0	0.0000	0.0074	0	0.0000	0.0052	0
COG3018	N	Flagellar basal body lipoprotein FlgP, LPP20 family	0.0000	0.0003	0	0.0000	0.0017	0	0.0000	0.0004	0	0.0000	0.0027	0	0.0000	0.0023	0
COG3019	S	Uncharacterized metal-binding protein, DUF411 family	0.0000	0.0119	0	0.0600	0.0745	0	0.0000	0.0127	0	0.1472	0.1912	0	0.0001	0.1005	0
COG3021	R	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	0.0000	0.0020	0	0.0000	0.0006	0	0.0000	0.0013	0	0.0000	0.0034	0	0.0000	0.0009	0
COG3022	L	DNA-binding protein YaaA associated with the oxidative stress response	0.0000	0.0005	0	0.0000	0.0000	0	0.0000	0.0004	0	0.0000	0.0001	0	0.0000	0.0001	0
COG3023	M	N-acetyl-anhydromuramyl-L-alanine amidase AmpD	0.0000	0.0052	0	0.0000	0.0002	0	0.0000	0.0039	0	0.0000	0.0014	0	0.0000	0.0002	0
COG3024	L	Endogenous inhibitor of DNA gyrase, YacG/DUF329 family	0.0000	0.0019	0	0.0000	0.0037	0	0.0000	0.0016	0	0.0000	0.0289	0	0.0000	0.0067	0
COG3025	P	Inorganic triphosphatase YgiF, contains CYTH and CHAD domains	0.0000	0.0036	0	0.0000	0.0034	0	0.0000	0.0054	0	0.5023	0.0644	0	0.0001	0.0116	0
COG3026	T	RseB, negative regulator of sigma E activity	0.0000	0.0021	0	0.0000	0.0028	0	0.0000	0.0023	0	0.0000	0.0081	0	0.0000	0.0046	0
COG3027	D	Cell division protein ZapA, inhibits GTPase activity of FtsZ	0.0000	0.0007	0	0.0000	0.0001	0	0.0000	0.0007	0	0.0000	0.0001	0	0.0000	0.0001	0
COG3028	J	Ribosomal 50S subunit-associated protein YjgA, DUF615 family	0.0000	0.0032	0	0.0000	0.0038	0	0.0000	0.0032	0	0.0000	0.0048	0	0.0000	0.0049	0
COG3029	C	Fumarate reductase subunit C	0.0000	0.0014	0	0.0000	0.0020	0	0.0000	0.0017	0	0.0000	0.0093	0	0.0000	0.0034	0
COG3030	R	FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family	0.0000	0.0332	0	0.0000	0.0040	0	0.0000	0.0196	0	0.0250	0.0394	0	0.0000	0.0066	0
COG3031	U	Type II secretory pathway, component PulC	0.0000	0.0016	0	0.0000	0.0023	0	0.0000	0.0016	0	0.0000	0.0033	0	0.0000	0.0019	0
COG3033	E	Tryptophanase	0.0000	0.0156	0	0.0200	0.0786	0	0.0000	0.0121	0	0.9993	0.7660	1	0.0565	0.1976	0
COG3034	M	Murein L,D-transpeptidase YafK	0.0000	0.0019	0	0.0000	0.0008	0	0.0000	0.0012	0	0.0000	0.0027	0	0.0000	0.0012	0
COG3036	J	Stalled ribosome alternative rescue factor ArfA	0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0035	0	0.0000	0.0008	0
COG3037	G	Ascorbate-specific PTS system IIC component UlaA	0.0000	0.0039	0	0.0000	0.0033	0	0.0000	0.0034	0	0.0000	0.0110	0	0.0000	0.0075	0
COG3038	C	Cytochrome b561	0.0000	0.0016	0	0.0000	0.0012	0	0.0000	0.0016	0	0.0000	0.0031	0	0.0000	0.0014	0
COG3039	X	Transposase and inactivated derivatives, IS5 family	0.0000	0.0942	0	0.1256	0.2102	0	0.0000	0.0753	0	1.0000	0.8070	1	0.9452	0.3850	0
COG3040	M	Bacterial lipocalin Blc	0.0000	0.0044	0	0.0000	0.0022	0	0.0000	0.0042	0	0.0000	0.0111	0	0.0000	0.0038	0
COG3041	JV	mRNA-degrading endonuclease YafQ (mRNA interferase), toxin component of the YafQ-DinJ toxin-antitoxin module	0.0000	0.0073	0	0.0000	0.0052	0	0.0000	0.0044	0	0.0000	0.0070	0	0.0000	0.0036	0
COG3042	R	Putative hemolysin	0.0000	0.0164	0	0.0000	0.0191	0	0.0000	0.0118	0	0.0000	0.0605	0	0.0000	0.0244	0
COG3043	CP	Nitrate reductase cytochrome c-type subunit NapB	0.0000	0.0013	0	0.0000	0.0034	0	0.0000	0.0015	0	0.0000	0.0104	0	0.0000	0.0051	0
COG3044	R	Predicted ATPase of the ABC class	0.0000	0.2397	0	0.0800	0.7158	1	0.0000	0.1744	0	0.9921	0.8616	1	0.0370	0.6157	1
COG3045	T	Periplasmic catabolite regulation protein CreA (function unknown)	0.0000	0.0016	0	0.0000	0.0026	0	0.0000	0.0014	0	0.0000	0.0216	0	0.0000	0.0044	0
COG3046	R	Uncharacterized conserved protein related to deoxyribodipyrimidine photolyase	0.0000	0.0095	0	0.0300	0.0232	0	0.0000	0.0076	0	0.5819	0.0137	0	0.0001	0.0184	0
COG3047	M	Outer membrane protein OmpW	0.0000	0.0011	0	0.0000	0.0009	0	0.0000	0.0011	0	0.0000	0.0033	0	0.0000	0.0015	0
COG3048	E	D-serine dehydratase	0.0000	0.0009	0	0.0000	0.0009	0	0.0000	0.0008	0	0.0000	0.0063	0	0.0000	0.0022	0
COG3049	MR	Penicillin V acylase or related amidase, Ntn superfamily	0.0000	0.0337	0	0.0199	0.0333	0	0.0000	0.0179	0	0.9976	0.2277	0	0.0481	0.0484	0
COG3050	L	DNA polymerase III, psi subunit	0.0000	0.0001	0	0.0000	0.0010	0	0.0000	0.0001	0	0.0000	0.0017	0	0.0000	0.0014	0
COG3051	C	Citrate lyase, alpha subunit	0.0000	0.0033	0	0.0000	0.0028	0	0.0000	0.0026	0	0.0000	0.0088	0	0.0000	0.0034	0
COG3052	C	Acyl-carrier protein (citrate lyase gamma subunit)	0.0000	0.0089	0	0.0000	0.0022	0	0.0000	0.0054	0	0.0000	0.0059	0	0.0000	0.0014	0
COG3053	C	Citrate lyase synthetase CitC	0.0000	0.0021	0	0.0000	0.0019	0	0.0000	0.0016	0	0.0000	0.0036	0	0.0000	0.0011	0
COG3054	R	Predicted transcriptional regulator YtfJ	0.0000	0.0007	0	0.0000	0.0032	0	0.0000	0.0008	0	0.0000	0.0212	0	0.0000	0.0076	0
COG3055	M	N-acetylneuraminic acid mutarotase	0.0000	0.0373	0	0.0800	0.0840	0	0.0000	0.0490	0	1.0000	0.2145	0	0.0230	0.0623	0
COG3056	S	Uncharacterized lipoprotein YajG	0.0000	0.0019	0	0.0000	0.0033	0	0.0000	0.0020	0	0.0000	0.0195	0	0.0000	0.0062	0
COG3057	L	Negative regulator of replication initiation SeqA	0.0000	0.0027	0	0.0000	0.0052	0	0.0000	0.0024	0	0.0000	0.0309	0	0.0000	0.0087	0
COG3058	CO	Formate dehydrogenase maturation protein FdhE	0.0000	0.0220	0	0.0800	0.2140	0	0.0000	0.0209	0	0.8155	0.5878	1	0.4444	0.3113	0
COG3059	V	Reactive chlorine resistance protein RclC/YkgB, DUF417 family	0.0000	0.0003	0	0.0000	0.0005	0	0.0000	0.0003	0	0.0000	0.0093	0	0.0000	0.0010	0
COG3060	KE	Transcriptional regulator MetJ (met regulon)	0.0000	0.0002	0	0.0000	0.0006	0	0.0000	0.0001	0	0.0000	0.0034	0	0.0000	0.0013	0
COG3061	D	Cell division protein YtfB/OapA (opacity-associated protein A)	0.0000	0.0000	0	0.0000	0.0015	0	0.0000	0.0000	0	0.0000	0.0200	0	0.0000	0.0055	0
COG3062	O	Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB	0.0000	0.0058	0	0.0000	0.0081	0	0.0000	0.0054	0	0.0000	0.0099	0	0.0000	0.0067	0
COG3063	NW	Type IV pilus assembly protein PilF/PilW	0.0000	0.0061	0	0.0000	0.0040	0	0.0000	0.0029	0	0.0000	0.0288	0	0.0000	0.0032	0
COG3064	M	Membrane protein TolA involved in colicin uptake	0.0000	0.0042	0	0.0000	0.0005	0	0.0000	0.0035	0	0.0000	0.0032	0	0.0000	0.0007	0
COG3065	M	Starvation-inducible outer membrane lipoprotein Slp	0.0000	0.0042	0	0.0000	0.0136	0	0.0000	0.0031	0	0.0000	0.0303	0	0.0000	0.0187	0
COG3066	L	DNA mismatch repair protein MutH	0.0000	0.0073	0	0.0000	0.0016	0	0.0000	0.0048	0	0.0000	0.0017	0	0.0000	0.0017	0
COG3067	CP	Na+/H+ antiporter NhaB	0.0000	0.0009	0	0.0000	0.0014	0	0.0000	0.0010	0	0.0000	0.0024	0	0.0000	0.0017	0
COG3068	S	Uncharacterized conserved protein YjaG, DUF416 family	0.0000	0.0006	0	0.0000	0.0011	0	0.0000	0.0004	0	0.0000	0.0075	0	0.0000	0.0016	0
COG3069	C	C4-dicarboxylate transporter DcuC	0.0000	0.0018	0	0.0000	0.0015	0	0.0000	0.0014	0	0.0000	0.0162	0	0.0000	0.0016	0
COG3070	K	Transcriptional regulator of competence genes, TfoX/Sxy family	0.0000	0.0074	0	0.0000	0.0006	0	0.0000	0.0040	0	0.2285	0.0098	0	0.0052	0.0025	0
COG3071	S	Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to protoporphyrinogen oxidase HemY)	0.0000	0.0022	0	0.0000	0.0023	0	0.0000	0.0035	0	0.0000	0.0029	0	0.0000	0.0022	0
COG3072	T	Adenylate cyclase, class I	0.0000	0.0019	0	0.0000	0.0018	0	0.0000	0.0017	0	0.0000	0.0024	0	0.0000	0.0021	0
COG3073	T	RseA, negative regulator of sigma E activity	0.0000	0.0017	0	0.0000	0.0045	0	0.0000	0.0014	0	0.0000	0.0158	0	0.0000	0.0086	0
COG3074	D	Cell division protein ZapB, interacts with FtsZ	0.0000	0.0037	0	0.0000	0.0052	0	0.0000	0.0038	0	0.0000	0.0169	0	0.0000	0.0094	0
COG3075	E	Anaerobic glycerol-3-phosphate dehydrogenase	0.0000	0.0434	0	0.3000	0.1883	0	0.0000	0.0261	0	0.9837	0.7787	1	0.0058	0.3205	0
COG3076	J	Regulator of RNase E activity RraB	0.0000	0.0004	0	0.0000	0.0003	0	0.0000	0.0003	0	0.0000	0.0013	0	0.0000	0.0005	0
COG3077	V	Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module	0.0000	0.0023	0	0.0000	0.0003	0	0.0000	0.0022	0	0.0000	0.0001	0	0.0000	0.0001	0
COG3078	J	Ribosome assembly protein YihI, activator of Der GTPase	0.0000	0.0007	0	0.0000	0.0024	0	0.0000	0.0006	0	0.0000	0.0062	0	0.0000	0.0029	0
COG3079	S	Uncharacterized conserved protein YgfB, UPF0149 family	0.0000	0.0013	0	0.0000	0.0021	0	0.0000	0.0015	0	0.0000	0.0121	0	0.0000	0.0047	0
COG3080	C	Fumarate reductase subunit D	0.0000	0.0009	0	0.0000	0.0015	0	0.0000	0.0010	0	0.0000	0.0079	0	0.0000	0.0029	0
COG3081	L	dsDNA-binding nucleoid-associated protein YejK/NdpA	0.0000	0.0050	0	0.0000	0.0014	0	0.0000	0.0035	0	0.0000	0.0014	0	0.0000	0.0017	0
COG3082	S	Uncharacterized conserved protein YejL, UPF0352 family	0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0058	0	0.0000	0.0012	0
COG3083	MT	Periplasmic protein PbgA/YejM, regulator of the LPS biosynthesis, AlkP superfamily	0.0000	0.0012	0	0.0000	0.0009	0	0.0000	0.0009	0	0.0000	0.0026	0	0.0000	0.0012	0
COG3084	S	Uncharacterized conserved protein YihD, DUF1040 family	0.0000	0.0000	0	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0038	0	0.0000	0.0011	0
COG3085	S	Uncharacterized conserved protein YifE, UPF0438 family	0.0000	0.0003	0	0.0000	0.0014	0	0.0000	0.0003	0	0.0000	0.0034	0	0.0000	0.0015	0
COG3086	T	RseC, positive regulator of sigma E activity	0.0000	0.0054	0	0.0000	0.0064	0	0.0000	0.0048	0	0.0000	0.0036	0	0.0000	0.0025	0
COG3087	D	Cell division protein FtsN	0.0000	0.0024	0	0.0000	0.0003	0	0.0000	0.0021	0	0.0000	0.0005	0	0.0000	0.0003	0
COG3088	CO	Cytochrome c-type biogenesis protein CcmH/NrfF	0.0000	0.0015	0	0.0000	0.0008	0	0.0000	0.0008	0	0.0000	0.0076	0	0.0000	0.0008	0
COG3089	S	Uncharacterized conserved protein YheU, UPF0270 family	0.0000	0.0007	0	0.0000	0.0015	0	0.0000	0.0009	0	0.0000	0.0044	0	0.0000	0.0018	0
COG3090	G	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	0.0000	0.0034	0	0.0000	0.0018	0	0.0000	0.0042	0	0.0000	0.0198	0	0.0000	0.0037	0
COG3091	R	Predicted Zn-dependent metalloprotease, SprT family	0.0000	0.0013	0	0.0200	0.0017	0	0.0000	0.0016	0	0.0187	0.0008	0	0.0000	0.0003	0
COG3092	S	Uncharacterized membrane protein YfbV, UPF0208 family	0.0000	0.0000	0	0.0000	0.0008	0	0.0000	0.0000	0	0.0000	0.0053	0	0.0000	0.0022	0
COG3093	V	Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain	0.0000	0.0047	0	0.0000	0.0011	0	0.0000	0.0025	0	0.0000	0.0077	0	0.0000	0.0013	0
COG3094	S	Uncharacterized membrane protein SirB2	0.0000	0.0006	0	0.0000	0.0029	0	0.0000	0.0004	0	0.0000	0.0227	0	0.0000	0.0077	0
COG3095	D	Chromosome condensin MukBEF, MukE localization factor	0.0000	0.0005	0	0.0000	0.0013	0	0.0000	0.0004	0	0.0000	0.0081	0	0.0000	0.0024	0
COG3096	D	Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB	0.0000	0.0005	0	0.0000	0.0007	0	0.0000	0.0004	0	0.0000	0.0047	0	0.0000	0.0012	0
COG3097	S	Uncharacterized conserved protein YqfB, UPF0267 family	0.0000	0.0001	0	0.0000	0.0006	0	0.0000	0.0001	0	0.0000	0.0023	0	0.0000	0.0010	0
COG3098	S	Uncharacterized conserved protein YqcC, DUF446 family	0.0000	0.0011	0	0.0000	0.0018	0	0.0000	0.0010	0	0.0000	0.0072	0	0.0000	0.0023	0
COG3099	S	Uncharacterized conserved protein YciU, UPF0263 family	0.0000	0.0000	0	0.0000	0.0007	0	0.0000	0.0000	0	0.0000	0.0111	0	0.0000	0.0027	0
COG3100	S	Uncharacterized conserved protein YcgL, UPF0745 family	0.0000	0.0008	0	0.0000	0.0032	0	0.0000	0.0005	0	0.0000	0.0175	0	0.0000	0.0078	0
COG3101	J	Elongation factor P hydroxylase EpmC (EF-P beta-lysylation pathway)	0.0000	0.0002	0	0.0000	0.0005	0	0.0000	0.0002	0	0.0000	0.0034	0	0.0000	0.0010	0
COG3102	R	Uncharacterized conserved protein YecM, predicted metalloenzyme	0.0000	0.0003	0	0.0000	0.0010	0	0.0000	0.0003	0	0.0000	0.0020	0	0.0000	0.0012	0
COG3103	R	Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family	0.0000	0.0253	0	0.0000	0.0049	0	0.0000	0.0287	0	0.0000	0.0173	0	0.0000	0.0072	0
COG3104	E	Dipeptide/tripeptide permease	0.0000	0.0021	0	0.0000	0.0002	0	0.0000	0.0019	0	0.0000	0.0007	0	0.0000	0.0001	0
COG3105	S	Uncharacterized membrane-anchored protein YhcB, DUF1043 family	0.0000	0.0026	0	0.0000	0.0031	0	0.0000	0.0018	0	0.0000	0.0116	0	0.0000	0.0041	0
COG3106	T	Ras-like GTP-binding stress-induced protein YcjX,  DUF463 family	0.0000	0.0045	0	0.0000	0.0033	0	0.0000	0.0036	0	0.0000	0.0167	0	0.0000	0.0040	0
COG3107	M	Outer membrane lipoprotein LpoA, binds and activates PBP1a	0.0000	0.0016	0	0.0000	0.0007	0	0.0000	0.0019	0	0.0000	0.0004	0	0.0000	0.0005	0
COG3108	S	Uncharacterized conserved protein YcbK, DUF882 family	0.0000	0.0040	0	0.0000	0.0008	0	0.0000	0.0049	0	0.0000	0.0016	0	0.0000	0.0011	0
COG3109	T	sRNA-binding protein ProQ	0.0000	0.0011	0	0.0000	0.0009	0	0.0000	0.0010	0	0.0000	0.0021	0	0.0000	0.0010	0
COG3110	S	Uncharacterized conserved protein YccT, UPF0319 family	0.0000	0.0002	0	0.0000	0.0027	0	0.0000	0.0002	0	0.0000	0.0102	0	0.0000	0.0047	0
COG3111	S	Predicted periplasmic protein YdeI with OB-fold, BOF family	0.0000	0.0013	0	0.0000	0.0016	0	0.0000	0.0010	0	0.0000	0.0053	0	0.0000	0.0024	0
COG3112	S	Uncharacterized conserved protein YacL, UPF0231 family	0.0000	0.0001	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0054	0	0.0000	0.0022	0
COG3113	M	Binding protein subunit MlaB of the ABC-type intermembrane phospholipid transporter Mla, contains STAS domain	0.0000	0.0040	0	0.0000	0.0037	0	0.0000	0.0027	0	0.0000	0.0150	0	0.0000	0.0066	0
COG3114	U	Heme exporter protein D	0.0000	0.0027	0	0.0000	0.0063	0	0.0000	0.0024	0	0.0000	0.0191	0	0.0000	0.0066	0
COG3115	D	Cell division protein ZipA, interacts with FtsZ	0.0000	0.0028	0	0.0000	0.0017	0	0.0000	0.0020	0	0.0000	0.0069	0	0.0000	0.0033	0
COG3116	D	Cell division protein FtsL, interacts with FtsB and FtsQ	0.0000	0.0021	0	0.0000	0.0024	0	0.0000	0.0023	0	0.0000	0.0059	0	0.0000	0.0034	0
COG3117	M	Lipopolysaccharide export system protein LptC	0.0000	0.0034	0	0.0000	0.0029	0	0.0000	0.0025	0	0.0000	0.0021	0	0.0000	0.0028	0
COG3118	O	Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family	0.0000	0.0482	0	0.0000	0.0003	0	0.0000	0.0901	0	0.0000	0.0001	0	0.0000	0.0002	0
COG3119	P	Arylsulfatase A or related enzyme, AlkP superfamily	0.0000	0.2107	0	0.0493	0.1157	0	0.0000	0.1864	0	1.0000	0.5782	1	0.0405	0.1789	0
COG3120	L	Macrodomain Ter protein organizer, MatP/YcbG family	0.0000	0.0001	0	0.0000	0.0018	0	0.0000	0.0001	0	0.0000	0.0089	0	0.0000	0.0038	0
COG3121	W	P pilus assembly protein, chaperone PapD	0.0000	0.0016	0	0.0000	0.0009	0	0.0000	0.0016	0	0.0000	0.0023	0	0.0000	0.0015	0
COG3122	S	Uncharacterized conserved protein YaiL, DUF2058 family	0.0000	0.0027	0	0.0000	0.0035	0	0.0000	0.0019	0	0.0000	0.0119	0	0.0000	0.0053	0
COG3123	F	Pyrimidine/purine nucleoside phosphorylase YaiE/PpnP, UPF0345/DUF1255 family	0.0000	0.0028	0	0.0000	0.0042	0	0.0000	0.0024	0	0.0000	0.0051	0	0.0000	0.0053	0
COG3124	I	Acyl carrier protein phosphodiesterase	0.0000	0.0053	0	0.0000	0.0036	0	0.0000	0.0023	0	0.0000	0.0172	0	0.0000	0.0055	0
COG3125	C	Heme/copper-type cytochrome/quinol oxidase, subunit 4	0.0000	0.0008	0	0.0000	0.0004	0	0.0000	0.0010	0	0.0000	0.0005	0	0.0000	0.0006	0
COG3126	S	Uncharacterized lipoprotein YbaY	0.0000	0.0021	0	0.0000	0.0022	0	0.0000	0.0018	0	0.0000	0.0087	0	0.0000	0.0037	0
COG3127	Q	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	0.0150	0.0178	0	0.0000	0.0016	0	0.0000	0.0057	0	0.0000	0.0321	0	0.0000	0.0076	0
COG3128	R	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	0.0000	0.0016	0	0.0000	0.0017	0	0.0000	0.0009	0	0.0000	0.0037	0	0.0000	0.0026	0
COG3129	J	23S rRNA A1618 N6-methylase RlmF	0.0000	0.0005	0	0.0000	0.0013	0	0.0000	0.0007	0	0.0000	0.0038	0	0.0000	0.0019	0
COG3130	J	Ribosome modulation factor	0.0000	0.0001	0	0.0000	0.0007	0	0.0000	0.0001	0	0.0000	0.0045	0	0.0000	0.0012	0
COG3131	M	Periplasmic glucan biosynthesis protein OpgG	0.0000	0.0017	0	0.0000	0.0033	0	0.0000	0.0013	0	0.0000	0.0240	0	0.0000	0.0073	0
COG3132	S	Uncharacterized conserved protein YceH, UPF0502 family	0.0000	0.0016	0	0.0000	0.0032	0	0.0000	0.0014	0	0.0000	0.0088	0	0.0000	0.0039	0
COG3133	M	Outer membrane lipoprotein SlyB	0.0000	0.0026	0	0.0000	0.0028	0	0.0000	0.0035	0	0.0000	0.0026	0	0.0000	0.0027	0
COG3134	S	Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain	0.0000	0.0022	0	0.0000	0.0037	0	0.0000	0.0019	0	0.0000	0.0049	0	0.0000	0.0028	0
COG3135	Q	Predicted benzoate:H+ symporter BenE	0.0000	0.0019	0	0.0000	0.0015	0	0.0000	0.0010	0	0.0000	0.0290	0	0.0000	0.0059	0
COG3136	S	Dual-topology membrane protein YdgC, GlpM family	0.0000	0.0053	0	0.0400	0.0443	0	0.0000	0.0036	0	0.0003	0.1705	0	0.0000	0.0148	0
COG3137	M	Putative salt-induced outer membrane protein YdiY	0.0000	0.0031	0	0.0000	0.0012	0	0.0000	0.0016	0	0.0000	0.0042	0	0.0000	0.0012	0
COG3138	E	Arginine/ornithine N-succinyltransferase beta subunit	0.0000	0.0004	0	0.0000	0.0003	0	0.0000	0.0003	0	0.0000	0.0008	0	0.0000	0.0005	0
COG3139	S	Uncharacterized conserved protein YeaC, DUF1315 family	0.0000	0.0001	0	0.0000	0.0013	0	0.0000	0.0001	0	0.0000	0.0109	0	0.0000	0.0035	0
COG3140	S	Uncharacterized conserved protein YoaH, UPF0181 family	0.0000	0.0000	0	0.0000	0.0012	0	0.0000	0.0000	0	0.0000	0.0091	0	0.0000	0.0033	0
COG3141	L	dsDNA-binding SOS-regulon protein YebG, induction by DNA damage requires cAMP	0.0000	0.0005	0	0.0000	0.0012	0	0.0000	0.0004	0	0.0000	0.0076	0	0.0000	0.0026	0
COG3142	P	Copper homeostasis protein CutC	0.0000	0.0006	0	0.0000	0.0001	0	0.0000	0.0009	0	0.0000	0.0000	0	0.0000	0.0001	0
COG3143	NT	Phosphoaspartate phosphatase CheZ, dephosphorylates CheY~P	0.0000	0.0023	0	0.0000	0.0031	0	0.0000	0.0027	0	0.0000	0.0125	0	0.0000	0.0070	0
COG3144	N	Flagellar hook-length control protein FliK	0.0000	0.0016	0	0.0000	0.0006	0	0.0000	0.0018	0	0.0000	0.0003	0	0.0000	0.0004	0
COG3145	L	Alkylated DNA repair dioxygenase AlkB	0.0000	0.0013	0	0.0000	0.0004	0	0.0000	0.0013	0	0.0000	0.0012	0	0.0000	0.0008	0
COG3146	R	Predicted N-acyltransferase	0.0000	0.0063	0	0.0000	0.0038	0	0.0000	0.0061	0	0.0000	0.0167	0	0.0000	0.0037	0
COG3147	D	Cell division protein DedD (periplasmic protein involved in septation)	0.0000	0.0015	0	0.0000	0.0009	0	0.0000	0.0014	0	0.0000	0.0022	0	0.0000	0.0012	0
COG3148	J	tRNA U47 aminocarboxypropyltransferaseTapT/TuaA/ YfiP, DTW domain	0.0000	0.0009	0	0.0000	0.0017	0	0.0000	0.0015	0	0.0000	0.0091	0	0.0000	0.0019	0
COG3149	U	Type II secretory pathway, component PulM	0.0000	0.0018	0	0.0000	0.0036	0	0.0000	0.0017	0	0.0000	0.0077	0	0.0000	0.0042	0
COG3150	R	Predicted esterase YcpF, UPF0227 family	0.0000	0.0018	0	0.0000	0.0013	0	0.0000	0.0020	0	0.0000	0.0012	0	0.0000	0.0009	0
