COG_ID	category	name	combined_input	combined_out_post	combined_present	euryroot_ml_input	euryroot_ml_out_post	euryroot_ml_present	euryroot_unif_input	euryroot_unif_out_post	euryroot_unif_present	gld_min1_input	gld_min1_out_post	gld_min1_present	gld_min4_input	gld_min4_out_post	gld_min4_present
COG3151	S	Uncharacterized conserved protein YqiB, DUF1249 family	0.0000	0.0060	0	0.0000	0.0104	0	0.0000	0.0036	0	0.0000	0.0441	0	0.0000	0.0094	0
COG3152	S	Uncharacterized membrane protein YhaH, DUF805 family	0.0000	0.0008	0	0.0000	0.0000	0	0.0000	0.0005	0	0.0000	0.0000	0	0.0000	0.0000	0
COG3153	R	Predicted N-acetyltransferase YhbS	0.0000	0.0319	0	0.3211	0.0480	0	0.0000	0.0160	0	0.0184	0.1576	0	0.0002	0.0332	0
COG3154	H	Ubiquinone biosynthesis accessory factor UbiT, lipid carrier SCP2 domain	0.0000	0.0050	0	0.0000	0.0061	0	0.0000	0.0050	0	0.0000	0.0652	0	0.0000	0.0117	0
COG3155	V	Glyoxalase ElbB, DJ-1 superfamily	0.0000	0.0014	0	0.0000	0.0025	0	0.0000	0.0013	0	0.0000	0.0147	0	0.0000	0.0044	0
COG3156	U	Type II secretory pathway, component PulK	0.0000	0.0020	0	0.0000	0.0007	0	0.0000	0.0013	0	0.0000	0.0013	0	0.0000	0.0006	0
COG3157	U	Type VI protein secretion system component Hcp (secreted cytotoxin)	0.0000	0.0079	0	0.0000	0.0021	0	0.0000	0.0063	0	0.0000	0.0126	0	0.0000	0.0045	0
COG3158	P	K+ uptake protein Kup	0.0000	0.0055	0	0.0200	0.0522	0	0.0000	0.0041	0	0.0062	0.0401	0	0.0000	0.0114	0
COG3159	S	Uncharacterized conserved protein YigA, DUF484 family	0.0000	0.0051	0	0.0000	0.0019	0	0.0000	0.0042	0	0.0000	0.0028	0	0.0000	0.0023	0
COG3160	K	Regulator of sigma D	0.0000	0.0004	0	0.0000	0.0023	0	0.0000	0.0007	0	0.0000	0.0123	0	0.0000	0.0047	0
COG3161	H	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)	0.0000	0.2198	0	0.2300	0.5896	1	0.0000	0.1444	0	0.9709	0.6620	1	0.0205	0.3503	0
COG3162	S	Uncharacterized membrane protein, DUF485 family	0.0000	0.0007	0	0.0000	0.0020	0	0.0000	0.0008	0	0.0000	0.0271	0	0.0000	0.0030	0
COG3164	S	Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains	0.0000	0.0036	0	0.0000	0.0028	0	0.0000	0.0033	0	0.0000	0.0026	0	0.0000	0.0033	0
COG3165	H	Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain	0.0000	0.0007	0	0.0000	0.0037	0	0.0000	0.0006	0	0.0000	0.0183	0	0.0000	0.0074	0
COG3166	NW	Type IV pilus assembly protein PilN	0.0000	0.0020	0	0.0000	0.0009	0	0.0000	0.0027	0	0.0000	0.0030	0	0.0000	0.0012	0
COG3167	NW	Type IV pilus assembly protein PilO	0.0000	0.0075	0	0.0000	0.0064	0	0.0000	0.0051	0	0.0000	0.0351	0	0.0000	0.0091	0
COG3168	NW	Type IV pilus assembly protein PilP	0.0000	0.0019	0	0.0000	0.0075	0	0.0000	0.0017	0	0.0000	0.0164	0	0.0000	0.0074	0
COG3169	S	Uncharacterized membrane protein, DMT/DUF486 family	0.0000	0.0006	0	0.0000	0.0009	0	0.0000	0.0006	0	0.0000	0.0022	0	0.0000	0.0010	0
COG3170	NW	Type IV pilus assembly protein FimV	0.0000	0.0037	0	0.0000	0.0003	0	0.0000	0.0056	0	0.0000	0.0053	0	0.0000	0.0004	0
COG3171	S	Uncharacterized conserved protein YggL, DUF469 family	0.0000	0.0018	0	0.0000	0.0028	0	0.0000	0.0011	0	0.0000	0.0191	0	0.0000	0.0049	0
COG3172	H	Nicotinamide riboside kinase	0.0000	0.0027	0	0.0000	0.0012	0	0.0000	0.0023	0	0.0000	0.0015	0	0.0000	0.0006	0
COG3173	R	Predicted  kinase, aminoglycoside phosphotransferase (APT) family	0.0000	0.0148	0	0.0298	0.0251	0	0.0000	0.0102	0	1.0000	0.3309	0	0.2383	0.0974	0
COG3174	P	Membrane component of predicted Mg2+ transport system, contains DUF4010 domain	0.0000	0.2524	0	0.8200	0.8814	1	0.0300	0.3401	0	0.9996	0.9856	1	0.2469	0.7887	1
COG3175	CO	Cytochrome c oxidase assembly protein Cox11	0.0000	0.0037	0	0.0000	0.0013	0	0.0000	0.0033	0	0.0000	0.0024	0	0.0000	0.0014	0
COG3176	R	Putative hemolysin	0.0000	0.0017	0	0.0000	0.0013	0	0.0000	0.0023	0	0.0000	0.0061	0	0.0000	0.0016	0
COG3177	K	Fic family protein	0.0000	0.1569	0	0.8713	0.3491	0	0.0000	0.0709	0	1.0000	0.3236	0	0.6872	0.1503	0
COG3178	R	Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family	0.0000	0.0028	0	0.0000	0.0014	0	0.0000	0.0031	0	0.0000	0.0064	0	0.0000	0.0035	0
COG3179	G	Chitinase, GH19 family	0.0000	0.0010	0	0.0000	0.0008	0	0.0000	0.0010	0	0.0000	0.0039	0	0.0000	0.0009	0
COG3180	R	Uncharacterized membrane protein AbrB, regulator of aidB expression	0.0000	0.0014	0	0.0000	0.0013	0	0.0000	0.0019	0	0.0000	0.0081	0	0.0000	0.0022	0
COG3181	C	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	0.0000	0.0054	0	0.0600	0.0110	0	0.0000	0.0054	0	0.0000	0.0248	0	0.0000	0.0032	0
COG3182	S	PepSY-associated TM region	0.0000	0.0016	0	0.0000	0.0003	0	0.0000	0.0010	0	0.0000	0.0037	0	0.0000	0.0007	0
COG3183	V	Predicted restriction endonuclease, HNH family	0.0000	0.0260	0	0.1200	0.1078	0	0.0000	0.0109	0	0.9996	0.6315	1	0.0107	0.0940	0
COG3184	S	Uncharacterized conserved protein, contains DUF2059 domain	0.0000	0.0019	0	0.0000	0.0006	0	0.0000	0.0012	0	0.0000	0.0036	0	0.0000	0.0016	0
COG3185	ER	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	0.0000	0.0125	0	0.0000	0.0157	0	0.0000	0.0133	0	0.0000	0.1484	0	0.0000	0.0273	0
COG3186	E	Phenylalanine-4-hydroxylase	0.0000	0.0002	0	0.0000	0.0002	0	0.0000	0.0002	0	0.0000	0.0008	0	0.0000	0.0002	0
COG3187	O	Heat shock protein HslJ	0.0000	0.0078	0	0.0000	0.0069	0	0.0000	0.0041	0	0.5299	0.1998	0	0.0003	0.0298	0
COG3188	NW	Outer membrane usher protein FimD/PapC	0.0000	0.0009	0	0.0000	0.0004	0	0.0000	0.0007	0	0.0000	0.0007	0	0.0000	0.0004	0
COG3189	S	Uncharacterized conserved protein YeaO, DUF488 family	0.0050	0.1155	0	0.3900	0.4772	0	0.0000	0.0306	0	0.9997	0.9404	1	0.1388	0.3472	0
COG3190	N	Flagellar biogenesis protein FliO	0.0000	0.0026	0	0.0000	0.0014	0	0.0000	0.0032	0	0.0000	0.0022	0	0.0000	0.0012	0
COG3191	E	L-aminopeptidase/D-esterase	0.0000	0.0530	0	0.0500	0.1005	0	0.0000	0.0236	0	1.0000	0.7876	1	0.3900	0.3912	0
COG3192	E	Ethanolamine transporter EutH, required for ethanolamine utilization at low pH	0.0000	0.0008	0	0.0000	0.0006	0	0.0000	0.0011	0	0.0000	0.0019	0	0.0000	0.0008	0
COG3193	T	Heme-binding protein HbpS, GlcG/HbpS family	0.0000	0.0142	0	0.0700	0.0516	0	0.0000	0.0093	0	0.1826	0.3130	0	0.0001	0.0859	0
COG3194	F	Ureidoglycolate hydrolase (allantoin degradation)	0.0000	0.0025	0	0.0000	0.0020	0	0.0000	0.0020	0	0.0000	0.0252	0	0.0000	0.0047	0
COG3195	F	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation)	0.0000	0.0004	0	0.0000	0.0004	0	0.0000	0.0004	0	0.0000	0.0007	0	0.0000	0.0005	0
COG3196	R	Colicin E2 tolerance protein CbrC, UPF0167 family	0.0000	0.0008	0	0.0000	0.0007	0	0.0000	0.0005	0	0.0000	0.0046	0	0.0000	0.0011	0
COG3197	O	Cytochrome oxidase maturation protein, CcoS/FixS family	0.0000	0.0013	0	0.0000	0.0009	0	0.0000	0.0007	0	0.0000	0.0062	0	0.0000	0.0016	0
COG3198	S	Uncharacterized conserved protein	0.0000	0.0015	0	0.0000	0.0042	0	0.0000	0.0016	0	0.0000	0.0209	0	0.0000	0.0047	0
COG3199	F	NAD kinase	0.2900	0.9401	1	0.9905	0.9551	1	0.1500	0.9241	1	1.0000	0.9872	1	0.9999	0.9899	1
COG3200	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II	0.0000	0.0012	0	0.0000	0.0013	0	0.0000	0.0015	0	0.0000	0.0020	0	0.0000	0.0013	0
COG3201	H	Nicotinamide riboside transporter PnuC	0.0000	0.0009	0	0.0000	0.0001	0	0.0000	0.0008	0	0.0000	0.0000	0	0.0000	0.0000	0
COG3202	C	ATP/ADP translocase	0.0000	0.0002	0	0.0000	0.0005	0	0.0000	0.0002	0	0.0000	0.0028	0	0.0000	0.0010	0
COG3203	M	Outer membrane porin OmpC/OmpF/PhoE	0.0000	0.0079	0	0.0000	0.0022	0	0.0000	0.0053	0	0.0000	0.0051	0	0.0000	0.0026	0
COG3204	R	Uncharacterized Ca-binding beta-propeller protein YjiK	0.0000	0.0035	0	0.0000	0.0033	0	0.0000	0.0038	0	0.0000	0.0125	0	0.0000	0.0035	0
COG3205	S	Uncharacterized membrane protein, DUF2061 family	0.0000	0.0275	0	0.1100	0.0859	0	0.0000	0.0277	0	0.7777	0.1398	0	0.0001	0.0851	0
COG3206	M	Exopolysaccharide export protein/domain GumC/Wzc1	0.0000	0.0190	0	0.0000	0.0040	0	0.0000	0.0162	0	0.0000	0.0134	0	0.0000	0.0039	0
COG3207	Q	Pyoverdine/dityrosine biosynthesis protein Dit1	0.0000	0.0006	0	0.0000	0.0013	0	0.0000	0.0007	0	0.0000	0.0028	0	0.0000	0.0014	0
COG3208	Q	Surfactin synthase thioesterase subunit	0.0000	0.0010	0	0.0000	0.0013	0	0.0000	0.0005	0	0.0000	0.0265	0	0.0000	0.0039	0
COG3209	R	Uncharacterized conserved protein RhaS, contains 28 RHS repeats	0.0000	0.0751	0	0.0000	0.0074	0	0.0000	0.0423	0	0.0000	0.0359	0	0.0000	0.0038	0
COG3210	U	Large exoprotein involved in heme utilization or adhesion	0.0000	0.0658	0	0.0000	0.0045	0	0.0000	0.0455	0	0.0000	0.0062	0	0.0000	0.0023	0
COG3211	R	Secreted phosphatase, PhoX family	0.0000	0.0020	0	0.0000	0.0010	0	0.0000	0.0023	0	0.0004	0.0234	0	0.0000	0.0012	0
COG3212	O	PepSY domain containing protein, regulator of zincin peptidase activity	0.0000	0.0224	0	0.0500	0.1303	0	0.0000	0.0264	0	0.0714	0.2224	0	0.0000	0.0222	0
COG3213	T	Nitric oxide response protein NnrS	0.0000	0.0006	0	0.0000	0.0014	0	0.0000	0.0007	0	0.0000	0.0392	0	0.0000	0.0033	0
COG3214	L	DNA glycosylase YcaQ, repair of DNA interstrand crosslinks	0.0000	0.0087	0	0.0000	0.0038	0	0.0000	0.0104	0	0.0000	0.0888	0	0.0000	0.0084	0
COG3215	NW	Type IV pilus assembly protein PilZ	0.0000	0.0024	0	0.0000	0.0039	0	0.0000	0.0023	0	0.0000	0.0141	0	0.0000	0.0074	0
COG3216	S	Uncharacterized conserved protein, DUF2062 family	0.0000	0.0027	0	0.0200	0.0100	0	0.0000	0.0024	0	0.0070	0.0129	0	0.0000	0.0023	0
COG3217	FV	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain	0.0000	0.0063	0	0.0200	0.0315	0	0.0000	0.0098	0	0.0685	0.2228	0	0.0003	0.0833	0
COG3218	R	ABC-type uncharacterized transport system, auxiliary component	0.0000	0.0059	0	0.0000	0.0121	0	0.0000	0.0039	0	0.0000	0.0580	0	0.0000	0.0132	0
COG3219	S	Uncharacterized conserved protein, DUF2063 family	0.0000	0.0003	0	0.0000	0.0005	0	0.0000	0.0004	0	0.0000	0.0019	0	0.0000	0.0006	0
COG3220	S	Uncharacterized conserved protein, UPF0276 family	0.0000	0.0010	0	0.0000	0.0006	0	0.0000	0.0007	0	0.0000	0.0058	0	0.0000	0.0008	0
COG3221	P	ABC-type phosphate/phosphonate transport system, periplasmic component	0.0000	0.0136	0	0.0100	0.0275	0	0.0000	0.0116	0	0.9998	0.3319	0	0.0046	0.0287	0
COG3222	S	Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family	0.0000	0.0144	0	0.0000	0.0225	0	0.0000	0.0102	0	0.0000	0.2651	0	0.0000	0.0456	0
COG3223	R	Phosphate starvation-inducible membrane PsiE (function unknown)	0.0000	0.0010	0	0.0000	0.0021	0	0.0000	0.0011	0	0.0000	0.0016	0	0.0000	0.0021	0
COG3224	R	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme	0.0000	0.0083	0	0.0000	0.0094	0	0.0000	0.0069	0	0.0758	0.3363	0	0.0002	0.0936	0
COG3225	N	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component	0.0000	0.0116	0	0.0000	0.0057	0	0.0000	0.0042	0	0.0000	0.0391	0	0.0000	0.0056	0
COG3226	K	DNA-binding transcriptional regulator YbjK	0.0000	0.0015	0	0.0000	0.0016	0	0.0000	0.0010	0	0.0000	0.0341	0	0.0000	0.0031	0
COG3227	O	Zn-dependent metalloprotease (Neutral protease B)	0.0000	0.0161	0	0.0000	0.0110	0	0.0000	0.0147	0	0.0059	0.1005	0	0.0000	0.0079	0
COG3228	T	Mlc titration factor MtfA, regulates ptsG expression	0.0000	0.0024	0	0.0000	0.0093	0	0.0000	0.0016	0	0.0000	0.0975	0	0.0000	0.0191	0
COG3230	P	Heme oxygenase	0.0000	0.0005	0	0.0000	0.0010	0	0.0000	0.0003	0	0.0000	0.0095	0	0.0000	0.0014	0
COG3231	J	Aminoglycoside phosphotransferase	0.0000	0.0018	0	0.0000	0.0011	0	0.0000	0.0019	0	0.0000	0.0046	0	0.0000	0.0019	0
COG3232	E	5-carboxymethyl-2-hydroxymuconate isomerase	0.0000	0.0009	0	0.0000	0.0013	0	0.0000	0.0011	0	0.0000	0.0085	0	0.0000	0.0037	0
COG3233	R	Predicted deacetylase	0.0000	0.0748	0	0.0300	0.3833	0	0.0000	0.0522	0	0.4970	0.6621	1	0.0181	0.3145	0
COG3234	S	Uncharacterized conserved protein YfaT, DUF1175 family	0.0000	0.0004	0	0.0000	0.0026	0	0.0000	0.0004	0	0.0000	0.0304	0	0.0000	0.0059	0
COG3235	S	Uncharacterized membrane protein	0.0000	0.0008	0	0.0000	0.0032	0	0.0000	0.0007	0	0.0000	0.0150	0	0.0000	0.0054	0
COG3236	HV	N-glycosidase YbiA/RibX (riboflavin biosynthesis, damage control), NADAR superfamily	0.0000	0.0003	0	0.0000	0.0010	0	0.0000	0.0003	0	0.0000	0.0013	0	0.0000	0.0010	0
COG3237	S	Uncharacterized conserved protein YjbJ, UPF0337 family	0.0000	0.0009	0	0.0000	0.0011	0	0.0000	0.0008	0	0.0000	0.0556	0	0.0000	0.0009	0
COG3238	S	Uncharacterized membrane protein YdcZ, DUF606 family	0.0000	0.0010	0	0.0000	0.0005	0	0.0000	0.0010	0	0.0000	0.0113	0	0.0000	0.0008	0
COG3239	I	Fatty acid desaturase	0.0000	0.0006	0	0.0000	0.0002	0	0.0000	0.0013	0	0.0000	0.0012	0	0.0000	0.0003	0
COG3240	IR	Phospholipase/lecithinase/hemolysin	0.0000	0.0006	0	0.0000	0.0012	0	0.0000	0.0009	0	0.0000	0.0067	0	0.0000	0.0018	0
COG3241	C	Azurin	0.0000	0.0003	0	0.0000	0.0006	0	0.0000	0.0003	0	0.0000	0.0015	0	0.0000	0.0007	0
COG3242	S	Uncharacterized conserved protein YjeT, DUF2065 family	0.0000	0.0070	0	0.0000	0.0052	0	0.0000	0.0061	0	0.0000	0.0101	0	0.0000	0.0091	0
COG3243	I	Poly-beta-hydroxybutyrate synthase	0.0000	0.0306	0	0.0000	0.0136	0	0.0000	0.0226	0	0.7335	0.2263	0	0.0001	0.0539	0
COG3245	C	Cytochrome c5	0.0000	0.0015	0	0.0000	0.0021	0	0.0000	0.0015	0	0.0000	0.0044	0	0.0000	0.0019	0
COG3246	S	Uncharacterized conserved protein, DUF849 family	0.0000	0.0269	0	0.0500	0.1284	0	0.0000	0.0293	0	0.9984	0.7807	1	0.0861	0.3918	0
COG3247	R	Acid resistance membrane protein HdeD, DUF308 family	0.0000	0.0313	0	0.0591	0.0722	0	0.0000	0.0152	0	0.9899	0.3934	0	0.0008	0.0835	0
COG3248	M	Nucleoside-specific outer membrane channel protein Tsx	0.0000	0.0009	0	0.0000	0.0012	0	0.0000	0.0006	0	0.0000	0.0122	0	0.0000	0.0027	0
COG3249	S	Uncharacterized conserved protein, DUF2066 domain	0.0000	0.0005	0	0.0000	0.0021	0	0.0000	0.0006	0	0.0000	0.0105	0	0.0000	0.0044	0
COG3250	G	Beta-galactosidase/beta-glucuronidase	0.0000	0.0228	0	0.2800	0.0043	0	0.0000	0.0232	0	1.0000	0.1854	0	0.1329	0.0091	0
COG3251	Q	MbtH family protein, regulates adenylation domains of NRPSs	0.0000	0.0016	0	0.0000	0.0039	0	0.0000	0.0012	0	0.0000	0.0749	0	0.0000	0.0081	0
COG3252	H	Methenyltetrahydromethanopterin cyclohydrolase	0.0050	0.9850	1	0.8900	0.9999	1	0.0200	0.9205	1	1.0000	1.0000	1	0.9981	0.9999	1
COG3253	HP	Coproheme decarboxylase/chlorite dismutase	0.0000	0.0017	0	0.0000	0.0010	0	0.0000	0.0017	0	0.9997	0.0686	0	0.0009	0.0051	0
COG3254	M	L-rhamnose mutarotase	0.0000	0.0033	0	0.0000	0.0013	0	0.0000	0.0022	0	0.0097	0.1009	0	0.0000	0.0031	0
COG3255	I	Putative sterol carrier protein, contains SCP2 domain	0.0000	0.1139	0	0.5870	0.5907	1	0.0000	0.2295	0	1.0000	0.9530	1	1.0000	0.8536	1
COG3256	P	Nitric oxide reductase large subunit	0.0000	0.0218	0	0.0000	0.0417	0	0.0000	0.0128	0	0.1356	0.8099	1	0.0002	0.2213	0
COG3257	F	Ureidoglycine aminohydrolase	0.0000	0.0019	0	0.0000	0.0018	0	0.0000	0.0014	0	0.0000	0.0114	0	0.0000	0.0024	0
COG3258	P	Thiosulfate dehydrogenase TsdA, contains C-terminal cytochrome c domain	0.0000	0.0009	0	0.0000	0.0073	0	0.0000	0.0005	0	0.0000	0.1266	0	0.0000	0.0100	0
COG3259	C	Coenzyme F420-reducing hydrogenase, alpha subunit	0.0000	0.1944	0	0.0000	0.0898	0	0.0000	0.3287	0	1.0000	0.7278	1	1.0000	0.7779	1
COG3260	C	Ni,Fe-hydrogenase III small subunit	0.3000	0.9613	1	0.8500	0.9994	1	0.0200	0.9463	1	1.0000	0.9984	1	1.0000	0.9991	1
COG3261	C	Ni,Fe-hydrogenase III large subunit	0.0450	0.9358	1	0.9600	0.9994	1	0.1500	0.9578	1	1.0000	0.9992	1	1.0000	0.9978	1
COG3262	C	Ni,Fe-hydrogenase III component G	0.0000	0.3139	0	0.7746	0.7611	1	0.0100	0.4839	0	0.5315	0.4820	0	0.0138	0.4679	0
COG3263	CP	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains	0.0150	0.1287	0	0.7900	0.2613	0	0.0000	0.0887	0	0.9997	0.0846	0	0.1529	0.0344	0
COG3264	M	Small-conductance mechanosensitive channel MscK	0.0000	0.0784	0	0.0000	0.0164	0	0.0000	0.0711	0	0.0000	0.0127	0	0.0000	0.0195	0
COG3265	G	Gluconate kinase	0.0000	0.0007	0	0.0000	0.0003	0	0.0000	0.0007	0	0.0000	0.0020	0	0.0000	0.0004	0
COG3266	D	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain	0.0000	0.0157	0	0.0000	0.0018	0	0.0000	0.0139	0	0.0000	0.0031	0	0.0000	0.0010	0
COG3267	UW	Type II secretory pathway ATPase component GspA/ExeA/MshM	0.0000	0.0102	0	0.0000	0.0032	0	0.0000	0.0136	0	0.0000	0.0056	0	0.0000	0.0042	0
COG3268	S	Uncharacterized conserved protein, related to short-chain dehydrogenases	0.0000	0.0028	0	0.0000	0.0017	0	0.0000	0.0028	0	0.0005	0.0847	0	0.0000	0.0054	0
COG3269	R	Predicted RNA-binding protein, contains TRAM domain	0.3000	0.9504	1	0.9400	0.9973	1	0.0900	0.8570	1	1.0000	0.9986	1	0.9991	0.9965	1
COG3270	J	Ribosome biogenesis protein, NOL1/NOP2/FMU family	0.0000	0.2768	0	0.0600	0.5439	1	0.0000	0.2091	0	1.0000	0.6651	1	0.5065	0.6952	1
COG3271	U	Predicted double-glycine leader peptidase, C39-like (CLD) domain	0.0000	0.0225	0	0.0600	0.1548	0	0.0000	0.0333	0	0.0256	0.3250	0	0.0005	0.0971	0
COG3272	S	Uncharacterized conserved protein YbgA, DUF1722 family	0.0000	0.0014	0	0.1400	0.0221	0	0.0100	0.0037	0	0.4499	0.0973	0	0.0002	0.0235	0
COG3273	R	Uncharacterized protein, contains PhoU and TrkA_C domains	0.0000	0.8841	1	0.0700	0.9648	1	0.0000	0.8084	1	1.0000	0.9929	1	0.9999	0.9956	1
COG3274	M	Surface polysaccharide O-acyltransferase WecH	0.0000	0.0100	0	0.0000	0.0027	0	0.0000	0.0057	0	0.9799	0.0728	0	0.0065	0.0147	0
COG3275	T	Sensor histidine kinase, LytS/YehU family	0.0000	0.0040	0	0.0000	0.0036	0	0.0000	0.0046	0	0.0000	0.1303	0	0.0000	0.0075	0
COG3276	J	Selenocysteine-specific translation elongation factor SelB	0.0000	0.9973	1	0.4400	1.0000	1	0.0000	0.9925	1	1.0000	1.0000	1	0.9979	1.0000	1
COG3277	J	rRNA processing protein Gar1	0.0800	0.9535	1	0.2000	0.9830	1	0.0100	0.9164	1	1.0000	0.9938	1	0.9999	0.9959	1
COG3278	C	Cbb3-type cytochrome oxidase, subunit 1	0.0000	0.0032	0	0.0000	0.0071	0	0.0000	0.0017	0	0.0000	0.0797	0	0.0000	0.0088	0
COG3279	KT	DNA-binding response regulator, LytR/AlgR family	0.0000	0.0049	0	0.0000	0.0003	0	0.0000	0.0040	0	0.0000	0.0013	0	0.0000	0.0002	0
COG3280	G	Maltooligosyltrehalose synthase	0.0000	0.0091	0	0.0000	0.0187	0	0.0000	0.0132	0	0.3265	0.6380	1	0.0002	0.1919	0
COG3281	G	Predicted trehalose synthase	0.0000	0.0260	0	0.0200	0.2790	0	0.0000	0.0265	0	0.7494	0.7998	1	0.0068	0.4435	0
COG3283	KE	Transcriptional regulator TyrR of aromatic amino acids metabolism	0.0000	0.0011	0	0.0000	0.0014	0	0.0000	0.0010	0	0.0000	0.0058	0	0.0000	0.0013	0
COG3284	K	Transcriptional regulator DhaR of acetoin/glycerol metabolism	0.0000	0.0046	0	0.0000	0.0027	0	0.0000	0.0022	0	0.0000	0.0942	0	0.0000	0.0084	0
COG3285	L	Eukaryotic-type DNA primase	0.0000	0.0161	0	0.0100	0.1601	0	0.0000	0.0159	0	0.0002	0.4917	0	0.0000	0.0482	0
COG3286	S	Uncharacterized conserved protein, DUF2067 domain	0.0000	0.2667	0	0.3500	0.8847	1	0.0000	0.0837	0	1.0000	0.8684	1	0.9220	0.9160	1
COG3287	T	FIST domain protein MJ1623, contains FIST_N and FIST_C domains	0.0000	0.0589	0	0.6600	0.3476	0	0.0000	0.0359	0	0.9989	0.2620	0	0.0931	0.0871	0
COG3288	C	NAD/NADP transhydrogenase alpha subunit	0.0000	0.0082	0	0.0000	0.0009	0	0.0000	0.0060	0	0.0000	0.0048	0	0.0000	0.0011	0
COG3290	T	Sensor histidine kinase DipB regulating citrate/malate metabolism	0.0000	0.0057	0	0.0000	0.0024	0	0.0000	0.0048	0	0.0000	0.0146	0	0.0000	0.0027	0
COG3291	S	Uncharacterized conserved protein, PKD repeat domain	0.0000	0.5513	1	0.9986	0.9501	1	0.0400	0.6909	1	1.0000	0.9387	1	0.9997	0.8601	1
COG3292	T	Periplasmic ligand-binding sensor domain	0.0000	0.0106	0	0.0000	0.0109	0	0.0000	0.0121	0	0.0006	0.1443	0	0.0000	0.0074	0
COG3293	X	Transposase	0.0000	0.0150	0	0.0100	0.1191	0	0.0000	0.0158	0	0.6105	0.5076	1	0.0039	0.0979	0
COG3294	R	Metal-dependent phosphatase/phosphodiesterase, HD supefamily	0.0000	0.4846	0	0.0400	0.7954	1	0.0000	0.4152	0	1.0000	0.9945	1	0.9903	0.9781	1
COG3295	S	Uncharacterized conserved protein	0.0000	0.0005	0	0.0000	0.0009	0	0.0000	0.0003	0	0.0000	0.0075	0	0.0000	0.0016	0
COG3296	R	Uncharacterized Tic20-related protein, DUF4870 domain	0.0000	0.0110	0	0.0000	0.0043	0	0.0000	0.0069	0	0.0000	0.0564	0	0.0000	0.0100	0
COG3297	U	Type II secretory pathway, component PulL	0.0000	0.0036	0	0.0000	0.0023	0	0.0000	0.0028	0	0.0000	0.0019	0	0.0000	0.0019	0
COG3298	L	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	0.0000	0.0052	0	0.0000	0.0118	0	0.0000	0.0046	0	0.0000	0.1008	0	0.0000	0.0158	0
COG3299	X	Uncharacterized phage protein gp47/JayE	0.0000	0.0222	0	0.1545	0.0547	0	0.0000	0.0150	0	0.2015	0.1598	0	0.0000	0.0085	0
COG3300	T	MHYT domain, NO-binding membrane sensor	0.0000	0.0028	0	0.0000	0.0047	0	0.0000	0.0023	0	0.0000	0.0359	0	0.0000	0.0086	0
COG3301	P	Nitrite/polysulfide reductase, membrane component NrfD/PsrC	0.0000	0.0374	0	0.0700	0.3719	0	0.0000	0.0437	0	0.9942	0.9389	1	0.0029	0.4983	0
COG3302	C	DMSO reductase anchor subunit DmsC	0.0000	0.0136	0	0.0000	0.0295	0	0.0000	0.0117	0	0.0000	0.1935	0	0.0000	0.0520	0
COG3303	P	Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit	0.0000	0.0093	0	0.0000	0.0292	0	0.0000	0.0051	0	0.0000	0.5640	1	0.0000	0.0425	0
COG3304	S	Uncharacterized membrane protein YccF, DUF307 family	0.0000	0.0029	0	0.0000	0.0018	0	0.0000	0.0016	0	0.0283	0.0931	0	0.0010	0.0167	0
COG3305	S	Uncharacterized membrane protein, DUF2068 family	0.0000	0.0006	0	0.5900	0.0269	0	0.0000	0.0005	0	0.9994	0.1496	0	0.0282	0.0271	0
COG3306	M	Glycosyltransferase involved in LPS biosynthesis, GR25 family	0.0000	0.0007	0	0.0000	0.0006	0	0.0000	0.0006	0	0.0000	0.0006	0	0.0000	0.0004	0
COG3307	M	O-antigen ligase	0.0000	0.0075	0	0.0000	0.0013	0	0.0000	0.0045	0	0.1662	0.0644	0	0.0006	0.0066	0
COG3308	S	Uncharacterized membrane protein	0.0000	0.0005	0	0.0000	0.0037	0	0.0000	0.0005	0	0.0000	0.0143	0	0.0000	0.0044	0
COG3309	V	Virulence-associated protein VapD, endoribonuclease	0.0000	0.0006	0	0.0000	0.0011	0	0.0000	0.0005	0	0.0000	0.0014	0	0.0000	0.0010	0
COG3310	S	Uncharacterized conserved protein, DUF1415 family	0.0000	0.0014	0	0.0000	0.0021	0	0.0000	0.0010	0	0.0000	0.0058	0	0.0000	0.0028	0
